%C4%AF+%C5%A1al%C4%AF+laikinai+dirbti+atsi%C5%B3stas+u%C5%BEsienietis%2C+kurio+nuolatin%C4%97+darbo+vieta+yra+u%C5%BEsienyje-lt = admittedTerm-admn-sts
%C4%AFgaliojimai+atlikti+patikrinimus-lt = admittedTerm-admn-sts
%C5%A1%C4%97riuotasis+vainik%C5%ABnas-lt = deprecatedTerm-admn-sts
pagrindinis+teis%C4%97s+aktas-lt = admittedTerm-admn-sts
paslaugin%C4%97+platforma-lt = preferredTerm-admn-sts
pauk%C5%A1tienos+gaminiai-lt = preferredTerm-admn-sts
pediatrinis+vaistas-lt = preferredTerm-admn-sts
perdirbti+%C5%BEuvininkyst%C4%97s+produktai-lt = deprecatedTerm-admn-sts
platformos+posvyrio+kampas-lt = preferredTerm-admn-sts
priskirtiniai+ka%C5%A1tai-lt = deprecatedTerm-admn-sts
ro-ro+keltas-lt = supersededTerm-admn-sts
saldusis+migdolas-lt = preferredTerm-admn-sts
sanitarijos+ar+fitosanitarijos+priemon%C4%97-lt = preferredTerm-admn-sts
sugerties+geba-lt = preferredTerm-admn-sts
supaprastintos+s%C4%85naudos-lt = deprecatedTerm-admn-sts
taisomasis+veiksmas-lt = preferredTerm-admn-sts
tam+tikr%C5%B3+fakt%C5%B3+patvirtinimas+liudytoj%C5%B3+parodymais-lt = supersededTerm-admn-sts
tarptautinis+vidaus+vandens+keli%C5%B3+transportas-lt = deprecatedTerm-admn-sts
verslo+%C4%AFvaizd%C5%BEio+vert%C4%97-lt = admittedTerm-admn-sts
%C5%A0vietimo+ir+kult%C5%ABros+GD-lt = supersededTerm-admn-sts
%C5%A1istosomatoz%C4%97-lt = preferredTerm-admn-sts
%C5%BDOFI-lt = deprecatedTerm-admn-sts
133+straipsnio+komitetas+%28nariai%29-lt = supersededTerm-admn-sts
Bendradarbiavimo+%C5%BEem%C4%97s+%C5%ABkio+ir+kaimo+srityse+techninis+centras-lt = preferredTerm-admn-sts
ES-OPENSCREEN+ERIC-lt = deprecatedTerm-admn-sts
Europos+S%C4%85jungos+teisingumo+programa-lt = supersededTerm-admn-sts
Europos+migracijos+steb%C4%97jimo+tarnyba-lt = supersededTerm-admn-sts
MTTP-lt = preferredTerm-admn-sts
Miest%C5%B3+ir+region%C5%B3+atliek%C5%B3+perdirbimo+ir+tvaraus+i%C5%A1tekli%C5%B3+valdymo+asociacija-lt = supersededTerm-admn-sts
Pusano+veiksmingo+vystomojo+bendradarbiavimo+partneryst%C4%97-lt = preferredTerm-admn-sts
Tarptautin%C4%97+%C5%A1vyturi%C5%B3+administracij%C5%B3+asociacija-lt = supersededTerm-admn-sts
Transporto+pramon%C4%97s+konkurencij%C4%85+ribojan%C4%8Dios+veiklos+ir+monopolij%C5%B3+patariamasis+komitetas-lt = supersededTerm-admn-sts
Vartotoj%C5%B3%2C+sveikatos+ir+maisto+program%C5%B3+vykdomoji+%C4%AFstaiga-lt = supersededTerm-admn-sts
asmens+tapatyb%C4%97s+dokumentas-lt = admittedTerm-admn-sts
atitinkamas+turtas-lt = deprecatedTerm-admn-sts
atmintis-lt = admittedTerm-admn-sts
atsargini%C5%B3+stabd%C5%BEi%C5%B3+sistema-lt = deprecatedTerm-admn-sts
automatinio+da%C5%BEnio+atk%C5%ABrimo+rezerv%C5%B3+suaktyvinimo+laikas-lt = preferredTerm-admn-sts
avininkyst%C4%97-lt = preferredTerm-admn-sts
dr%C4%97gm%C4%99+i%C5%A1laikanti+med%C5%BEiaga-lt = preferredTerm-admn-sts
ekonomin%C4%97s+veiklos+r%C5%AB%C5%A1i%C5%B3+klasifikacija+Europos+bendrijoje-lt = deprecatedTerm-admn-sts
fiksavimo+sistema-lt = admittedTerm-admn-sts
fotoliz%C4%97-lt = preferredTerm-admn-sts
kilm%C4%97-lt = admittedTerm-admn-sts
kirtimo+atliekos-lt = deprecatedTerm-admn-sts
komercinis+vekselis-lt = preferredTerm-admn-sts
kriogeninis+siurblys-lt = preferredTerm-admn-sts
kvie%C4%8Di%C5%B3+spelta-lt = deprecatedTerm-admn-sts
lig%C5%B3+prie%C5%BEi%C5%ABra-lt = deprecatedTerm-admn-sts
likutinis+cukrus-lt = deprecatedTerm-admn-sts
ma%C5%BEmeninis+investuotojas-lt = admittedTerm-admn-sts
moksliniai+tyrimai%2C+taikomoji+veikla+ir+naujovi%C5%B3+diegimas-lt = deprecatedTerm-admn-sts
moter%C5%B3+%C4%AFgal%C4%97jimas-lt = preferredTerm-admn-sts
motinyst%C4%97s+atostogos-lt = preferredTerm-admn-sts
muitas+ad+valorem-lt = preferredTerm-admn-sts
neigiamas+kontrolinis+bandinys-lt = admittedTerm-admn-sts
pagalba+darbo+vietoms+kurti-lt = admittedTerm-admn-sts
pagalba+u%C5%BE+gyvulius-lt = deprecatedTerm-admn-sts
profesini%C5%B3+pensij%C5%B3+i%C5%A1mok%C4%97jimas-lt = preferredTerm-admn-sts
prudencin%C4%97+prie%C5%BEi%C5%ABra-lt = preferredTerm-admn-sts
sausasis+cikorijos+ekstraktas-lt = preferredTerm-admn-sts
skolos+refinansavimas-lt = preferredTerm-admn-sts
smulkinti+ry%C5%BEiai-lt = admittedTerm-admn-sts
startuolis-lt = preferredTerm-admn-sts
trumpalaiki%C5%B3+ir+vidutin%C4%97s+trukm%C4%97s+skolos+vertybini%C5%B3+popieri%C5%B3+pasira%C5%A1ymo+priemon%C4%97-lt = preferredTerm-admn-sts
vertikali+i%C5%A1ilgin%C4%97+vidurio+plok%C5%A1tuma-lt = preferredTerm-admn-sts
vyresni%C5%B3+%C5%BEmoni%C5%B3+aktyvumas-lt = preferredTerm-admn-sts
vyriausybin%C4%97+institucija-lt = admittedTerm-admn-sts
%C4%AF+bir%C5%BEos+s%C4%85ra%C5%A1us+%C4%AFtraukta+bendrov%C4%97-lt = admittedTerm-admn-sts
%C4%AFgaliotasis+ekonomini%C5%B3+operacij%C5%B3+vykdytojas-lt = supersededTerm-admn-sts
%C5%A1oninis+gabaritinis+%C5%BEibintas-lt = preferredTerm-admn-sts
%C5%A1vies%C4%85+skleid%C5%BEiantis+%C5%A1viesos+diodas-lt = deprecatedTerm-admn-sts
%C5%BEiauninis+tinklas-lt = admittedTerm-admn-sts
%C5%BEodinio+bylos+nagrin%C4%97jimo+prad%C5%BEia-lt = supersededTerm-admn-sts
ES+%C5%BEvalgybos+analiz%C4%97s+centras-lt = supersededTerm-admn-sts
EUSSR+A%26A+Team-lt = supersededTerm-admn-sts
H+generalinis+direktoratas+%28teisingumas+ir+vidaus+reikalai%29-lt = supersededTerm-admn-sts
Protokolas+d%C4%97l+%C5%A0engeno+acquis+integravimo+%C4%AF+Europos+S%C4%85jungos+sistem%C4%85-lt = supersededTerm-admn-sts
TSK-lt = preferredTerm-admn-sts
antipireninis-lt = admittedTerm-admn-sts
apsaugos+nuo+apvirtimo+konstrukcija-lt = deprecatedTerm-admn-sts
augalinis+aliejus-lt = deprecatedTerm-admn-sts
auk%C5%A1to+da%C5%BEnio+srov%C4%97s+chirurgin%C4%97+%C4%AFranga-lt = deprecatedTerm-admn-sts
auk%C5%A1tos+kokyb%C4%97s+pirmo+spaudimo+alyvuogi%C5%B3+aliejus-lt = admittedTerm-admn-sts
biologinis+lygiaverti%C5%A1kumas-lt = admittedTerm-admn-sts
brucel%C5%B3+antigenas-lt = deprecatedTerm-admn-sts
bud%C4%97jimo+pamaina-lt = admittedTerm-admn-sts
darbo+j%C4%97gos+pasi%C5%ABla-lt = admittedTerm-admn-sts
ekologinis+%C4%AFvykis-lt = preferredTerm-admn-sts
gretimos+vietov%C4%97s-lt = preferredTerm-admn-sts
jaun%C5%B3j%C5%B3+%C5%ABkinink%C5%B3+%C4%AFsisteigimo+pagalba-lt = preferredTerm-admn-sts
kelion%C4%97s+tiksl%C4%85+patvirtinantys+dokumentai-lt = admittedTerm-admn-sts
kintamas+kodas-lt = preferredTerm-admn-sts
kreiv%C4%97s+spindulys-lt = deprecatedTerm-admn-sts
l%C4%85steliena-lt = preferredTerm-admn-sts
nukleor%C5%ABg%C5%A1tis-lt = preferredTerm-admn-sts
nuostovioji+b%C5%ABsena-lt = preferredTerm-admn-sts
pagalba%2C+teikiama+d%C4%97l+ankstyvo+i%C5%A1%C4%97jimo+%C4%AF+pensij%C4%85-lt = supersededTerm-admn-sts
pagalba+darbo+vietoms+i%C5%A1saugoti-lt = preferredTerm-admn-sts
pagalba+gamybai-lt = deprecatedTerm-admn-sts
pagalba+patentavimo+s%C4%85naudoms+padengti-lt = admittedTerm-admn-sts
pelaginis+tralas+su+k%C4%97tokl%C4%97mis-lt = admittedTerm-admn-sts
pirmumo+teis%C4%99+turintis+reikalavimas-lt = deprecatedTerm-admn-sts
reaktorius+su+la%C5%A1inamuoju+sluoksniu-lt = deprecatedTerm-admn-sts
signalin%C4%97+lemput%C4%97-lt = deprecatedTerm-admn-sts
sklaidytuvas-lt = deprecatedTerm-admn-sts
stormenin%C4%97+%C5%A1lapl%C4%97s+liauka-lt = preferredTerm-admn-sts
taurioji+egl%C4%97-lt = deprecatedTerm-admn-sts
tiesioginis+valdymas-lt = preferredTerm-admn-sts
visuotinis+po%C5%BEi%C5%ABris-lt = deprecatedTerm-admn-sts
%C4%AFstatymo+gali%C4%85+turintis+aktas-lt = supersededTerm-admn-sts
%C5%A1viesos+intensyvumo+koeficientas-lt = deprecatedTerm-admn-sts
EBTT-lt = supersededTerm-admn-sts
Europos+antibiotik%C5%B3+suvartojimo+steb%C4%97jimo+sistema-lt = deprecatedTerm-admn-sts
F+generalinis+direktoratas+%28ry%C5%A1iai+ir+skaidrumas%29-lt = supersededTerm-admn-sts
Finansini%C5%B3+paslaug%C5%B3+darbo+grup%C4%97+%28%C4%AEsigijimai%29-lt = supersededTerm-admn-sts
Konkurencingumo+%28vidaus+rinka%2C+pramon%C4%97+ir+moksliniai+tyrimai%29+taryba-lt = supersededTerm-admn-sts
Mokslini%C5%B3+tyrim%C5%B3+generalinis+direktoratas-lt = supersededTerm-admn-sts
Pa%C5%BEangi%C5%B3j%C5%B3+med%C5%BEiag%C5%B3+institutas-lt = supersededTerm-admn-sts
Reglamentas+d%C4%97l+Bendrijos+preki%C5%B3+%C5%BEenklo-lt = supersededTerm-admn-sts
Ry%C5%A1i%C5%B3+ir+skaidrumo+generalinis+direktoratas-lt = supersededTerm-admn-sts
Sakartvelas-lt = admittedTerm-admn-sts
Tarptautin%C4%97+mokslo+s%C4%85jung%C5%B3+taryba-lt = supersededTerm-admn-sts
Vyno+ir+alkoholio+darbo+grup%C4%97+%28Actas%29-lt = supersededTerm-admn-sts
aliejus-lt = preferredTerm-admn-sts
alyvuogi%C5%B3+aliejaus+gamintoj%C5%B3+organizacijos-lt = preferredTerm-admn-sts
anoniminis+konsultantas-lt = deprecatedTerm-admn-sts
apr%C5%ABpinimo+maistu+stabilumas-lt = preferredTerm-admn-sts
auglys-lt = admittedTerm-admn-sts
baltyminiai+augalai-lt = preferredTerm-admn-sts
bendrus+interesus+tenkinan%C4%8Dios+paslaugos-lt = deprecatedTerm-admn-sts
buferizuoto+brucelioz%C4%97s+antigeno+tyrimas-lt = preferredTerm-admn-sts
citrus%C5%B3+vaisiai-lt = deprecatedTerm-admn-sts
d%C4%97min%C4%97+kraujosruva-lt = preferredTerm-admn-sts
did%C5%BEiagabarit%C4%97s+atliekos-lt = admittedTerm-admn-sts
eksporto+kompensacij%C5%B3+sistema-lt = admittedTerm-admn-sts
gera+agrarin%C4%97+ir+aplinkosaugin%C4%97+b%C5%ABkl%C4%97-lt = deprecatedTerm-admn-sts
greitas+su%C5%A1aldymas-lt = deprecatedTerm-admn-sts
informacin%C4%97s+ir+komunikacin%C4%97s+technologijos-lt = admittedTerm-admn-sts
krovininiai+ry%C5%BEiai-lt = deprecatedTerm-admn-sts
liekana-lt = preferredTerm-admn-sts
lygiaverti%C5%A1kumo+koeficientas-lt = preferredTerm-admn-sts
metabolizmas-lt = preferredTerm-admn-sts
migruojantis+darbuotojas-lt = deprecatedTerm-admn-sts
orlaivio+naudotojas-lt = preferredTerm-admn-sts
pagalba+u%C5%BE+stalo+vyn%C5%B3+pakartotin%C4%AF+saugojim%C4%85-lt = deprecatedTerm-admn-sts
parai%C5%A1ka+gauti+param%C4%85+u%C5%BE+plot%C4%85-lt = preferredTerm-admn-sts
penima+kiaul%C4%97-lt = deprecatedTerm-admn-sts
prane%C5%A1imas+apie+preliminariai+nustatytus+faktus-lt = supersededTerm-admn-sts
readmisijos+pra%C5%A1ymas-lt = preferredTerm-admn-sts
s%C4%97kliniai+javai-lt = deprecatedTerm-admn-sts
saul%C4%97gr%C4%85%C5%BEos-lt = preferredTerm-admn-sts
skubaus+pasikeitimo+informacija+sistema-lt = preferredTerm-admn-sts
slapta+komercin%C4%97+informacija-lt = admittedTerm-admn-sts
subdelegavimas-lt = deprecatedTerm-admn-sts
sukimosi+greitis+tu%C5%A1%C4%8Di%C4%85ja+eiga-lt = admittedTerm-admn-sts
tapatumas-lt = preferredTerm-admn-sts
tyrimui+naudojamas+marl%C4%97s+gabal%C4%97lis-lt = preferredTerm-admn-sts
u%C5%BE+pramon%C4%99+ir+verslum%C4%85+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
viduriavimas+su+krauju-lt = preferredTerm-admn-sts
%C4%AFmok%C5%B3+kompensavimas-lt = admittedTerm-admn-sts
%C4%AFtraukimas+%C4%AF+%C5%BEvejybos+laivyn%C4%85-lt = preferredTerm-admn-sts
%C5%A0K+17-lt = deprecatedTerm-admn-sts
Bendrijos+uostas-lt = admittedTerm-admn-sts
ES+ir+Brazilijos+t%C4%99stinio+darbo+komitetas-lt = supersededTerm-admn-sts
Europos+S%C4%85jungos+tarnautoj%C5%B3+teismas-lt = supersededTerm-admn-sts
Europos+augal%C5%B3+genetini%C5%B3+i%C5%A1tekli%C5%B3+tinkl%C5%B3+bendradarbiavimo+programa-lt = supersededTerm-admn-sts
Europos+vaist%C5%B3+vertinimo+agent%C5%ABra-lt = supersededTerm-admn-sts
Generalinio+sekretoriaus-vyriausiojo+%C4%AFgaliotinio+asmeninis+atstovas+masinio+naikinimo+ginkl%C5%B3+neplatinimo+klausimais-lt = supersededTerm-admn-sts
NK+l%C4%85stel%C4%97-lt = admittedTerm-admn-sts
Tarnautoj%C5%B3+teismas-lt = supersededTerm-admn-sts
Tarptautin%C4%97s+laiv%C5%B3+susid%C5%ABrimo+j%C5%ABroje+prevencijos+taisykl%C4%97s-lt = preferredTerm-admn-sts
Transeuropinio+transporto+tinklo+vykdomoji+%C4%AFstaiga-lt = supersededTerm-admn-sts
aktyvus+sen%C4%97jimas-lt = deprecatedTerm-admn-sts
aktyvusis+implantuojamas+medicinos+prietaisas-lt = deprecatedTerm-admn-sts
antrasis+%C5%A1eimoje+u%C5%BEdirbantis+asmuo-lt = preferredTerm-admn-sts
apsisukimai+per+minut%C4%99-lt = deprecatedTerm-admn-sts
atsakomyb%C4%97+u%C5%BE+%C5%BEal%C4%85+aplinkai-lt = preferredTerm-admn-sts
auginami+%C5%A1ilkaverpiai-lt = preferredTerm-admn-sts
avi%C5%B3+auginimas-lt = admittedTerm-admn-sts
bendroji+elektros+energijos+gamyba-lt = preferredTerm-admn-sts
bikarbonatas-lt = admittedTerm-admn-sts
dulsv%C4%97jimas-lt = preferredTerm-admn-sts
elitin%C4%97+med%C5%BEiaga-lt = preferredTerm-admn-sts
fitosanitarin%C4%97s+rizikos+valdymo+planas-lt = supersededTerm-admn-sts
fundamentalieji+tyrimai-lt = admittedTerm-admn-sts
i%C5%A1tuoka-lt = admittedTerm-admn-sts
inaktyvinta+vakcina-lt = preferredTerm-admn-sts
intensyvus+ganymas-lt = admittedTerm-admn-sts
jaunimo+reikal%C5%B3+politika-lt = admittedTerm-admn-sts
k%C4%97bulo+r%C4%97mas-lt = preferredTerm-admn-sts
laikina+apsauga-lt = admittedTerm-admn-sts
laisvai+cirkuliuojan%C4%8Dios+akcijos-lt = admittedTerm-admn-sts
lengvatin%C4%97+Bendrijos+tarifin%C4%97+kvota-lt = preferredTerm-admn-sts
maistingasis+tirpalas-lt = admittedTerm-admn-sts
mangoldas-lt = deprecatedTerm-admn-sts
mobilioji+televizija-lt = preferredTerm-admn-sts
naftos+alyva-lt = admittedTerm-admn-sts
neteis%C4%97ta+migracija-lt = preferredTerm-admn-sts
nuotolinis+programavimas-lt = preferredTerm-admn-sts
operatoriaus+apsaugos+konstrukcija-lt = preferredTerm-admn-sts
paramos+sistemos-lt = preferredTerm-admn-sts
pasaulin%C4%97+navigacijos+palydov%C5%B3+sistema-lt = deprecatedTerm-admn-sts
paslaugos+trikdymas-lt = preferredTerm-admn-sts
paveld%C4%97tinis+nuomininkas-lt = preferredTerm-admn-sts
plintantis+neigiamas+poveikis-lt = preferredTerm-admn-sts
pos%C5%ABkio+ap%C5%A1vietimo+%C5%BEibintas-lt = preferredTerm-admn-sts
prie%C5%BEi%C5%ABrinio+tikrinimo+procesas-lt = preferredTerm-admn-sts
protarpio+plotis-lt = preferredTerm-admn-sts
rizikos+ribojimo+reikalavimas-lt = admittedTerm-admn-sts
santuokos+panaikinimas-lt = deprecatedTerm-admn-sts
saul%C4%97s+energijos+%C5%BEem%C4%97lapis-lt = preferredTerm-admn-sts
skelbimas+apie+numatom%C4%85+pirkim%C4%85-lt = preferredTerm-admn-sts
stangerijos-lt = deprecatedTerm-admn-sts
tarptautin%C4%97+vie%C5%A1oji+organizacija-lt = deprecatedTerm-admn-sts
tik+kaip+informacija-lt = preferredTerm-admn-sts
tvarus+gamtos+i%C5%A1tekli%C5%B3+naudojimas-lt = admittedTerm-admn-sts
u%C5%BE+j%C5%ABr%C5%B3+reikalus+ir+%C5%BEuvininkyst%C4%99+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
universalioji+judriojo+ry%C5%A1io+sistema-lt = preferredTerm-admn-sts
verslin%C4%97s+%C5%BEvejybos+laimikis-lt = preferredTerm-admn-sts
%C5%A0vietimo%2C+jaunimo%2C+kult%C5%ABros+ir+mokslini%C5%B3+tyrim%C5%B3+komisija-lt = supersededTerm-admn-sts
%C5%A1viesos+diodas-lt = preferredTerm-admn-sts
%CE%B2-laktamaz%C4%97-lt = deprecatedTerm-admn-sts
4-asis+direktoratas+%28instituciniai+klausimai%2C+biud%C5%BEetas+ir+Tarnybos+nuostatai%29-lt = supersededTerm-admn-sts
B%C5%BD%C5%AARO-lt = deprecatedTerm-admn-sts
Direktyva%2C+nustatanti+minimalias+normas+d%C4%97l+prieglobs%C4%8Dio+pra%C5%A1ytoj%C5%B3+pri%C4%97mimo-lt = supersededTerm-admn-sts
ESRK-lt = supersededTerm-admn-sts
GSK-lt = deprecatedTerm-admn-sts
Klimato+kaitos%2C+koordinavimo+ir+horizontali%C5%B3j%C5%B3+klausim%C5%B3+skyrius-lt = supersededTerm-admn-sts
Sistem%C5%B3%2C+informatikos+ir+saugos+institutas-lt = supersededTerm-admn-sts
Tarptautin%C4%97+alyvuogi%C5%B3+aliejaus+taryba-lt = supersededTerm-admn-sts
aliejingosios+s%C4%97klos-lt = preferredTerm-admn-sts
antigeninis+tipavimas-lt = admittedTerm-admn-sts
antvandeninio+borto+auk%C5%A1tis-lt = preferredTerm-admn-sts
aplinkos+finansinis+instrumentas-lt = deprecatedTerm-admn-sts
atsparumas+motorini%C5%B3+transporto+priemoni%C5%B3+degalams-lt = admittedTerm-admn-sts
atviras+konkursas-lt = preferredTerm-admn-sts
centrifugos+vamzdis-lt = deprecatedTerm-admn-sts
cigaret%C4%97ms+sukti+skirtas+tabakas-lt = admittedTerm-admn-sts
derybos+su+i%C5%A1ankstiniu+skelbimu+apie+pirkim%C4%85-lt = preferredTerm-admn-sts
disbalanso+paskirstymo+procesas-lt = deprecatedTerm-admn-sts
drusk%C5%B3+%C5%A1alintuvas-lt = preferredTerm-admn-sts
druskos+dulksna-lt = admittedTerm-admn-sts
duomen%C5%B3+tvarkymas-lt = admittedTerm-admn-sts
ekonomikos+s%C4%85stingis-lt = preferredTerm-admn-sts
elektros+energijos+tiekimas-lt = admittedTerm-admn-sts
gr%C4%AF%C5%BEtamoji+srov%C4%97s+grandin%C4%97-lt = deprecatedTerm-admn-sts
i%C5%A1valytas+dirbtinis+oras-lt = preferredTerm-admn-sts
indukci%C5%A1kai+sujungtos+plazmos+atom%C5%B3+emisijos+spektrometrija-lt = deprecatedTerm-admn-sts
jav%C5%B3+kruopos-lt = deprecatedTerm-admn-sts
karvi%C5%B3+bandos+apvaisinimo+rodiklis-lt = preferredTerm-admn-sts
kelio+linija-lt = preferredTerm-admn-sts
kibernetiniai+nusikaltimai-lt = preferredTerm-admn-sts
kombinuotas+%C4%AFsp%C4%97jimas+apie+gr%C4%97sm%C4%99+sveikatai-lt = admittedTerm-admn-sts
kompetencijos+polius-lt = deprecatedTerm-admn-sts
laki%C5%B3j%C5%B3+r%C5%ABg%C5%A1%C4%8Di%C5%B3+kiekis-lt = admittedTerm-admn-sts
melsvalap%C4%97+nolina-lt = preferredTerm-admn-sts
nesukergta+par%C5%A1aved%C4%97-lt = deprecatedTerm-admn-sts
netiesioginis+valdymas-lt = preferredTerm-admn-sts
netinka+maistui-lt = preferredTerm-admn-sts
pagalba+ankstyvam+%C5%ABkinink%C5%B3+i%C5%A1%C4%97jimui-lt = supersededTerm-admn-sts
pagalbos+schema%2C+kuriai+pagal+%C5%A1%C4%AF+reglament%C4%85+taikoma+i%C5%A1imtis-lt = preferredTerm-admn-sts
paskelbtoji+%C4%AFstaiga-lt = deprecatedTerm-admn-sts
pilietyb%C4%97s+pakeitimas-lt = deprecatedTerm-admn-sts
pusiau+ganyklini%C5%B3+vi%C5%A1t%C5%B3+kiau%C5%A1iniai-lt = deprecatedTerm-admn-sts
riebal%C5%B3+r%C5%ABg%C5%A1%C4%8Di%C5%B3+metilo+esteris-lt = admittedTerm-admn-sts
s%C4%97klinimas-lt = preferredTerm-admn-sts
stojan%C4%8Dioji+valstyb%C4%97-lt = preferredTerm-admn-sts
sunkus+nusi%C5%BEengimas-lt = preferredTerm-admn-sts
sveikumo+teiginys-lt = preferredTerm-admn-sts
trirat%C4%97+motorin%C4%97+transporto+priemon%C4%97-lt = preferredTerm-admn-sts
virus%C5%B3+apib%C5%ABdinimas-lt = preferredTerm-admn-sts
visi%C5%A1kas+neapmokestinimas-lt = preferredTerm-admn-sts
%C4%AFvairiagylis+tralas+krevet%C4%97ms+gaudyti-lt = preferredTerm-admn-sts
%C5%A1vie%C4%8Diamasis+%C5%A1viesogr%C4%85%C5%BEio+at%C5%A1vaito+pavir%C5%A1ius-lt = preferredTerm-admn-sts
%E2%80%9EAl+Nusra%E2%80%9C+frontas-lt = supersededTerm-admn-sts
D%C5%BEaulio+rei%C5%A1kinys-lt = preferredTerm-admn-sts
DHA-lt = supersededTerm-admn-sts
Europos+%C5%BDem%C4%97s+steb%C4%97senos+programa-lt = supersededTerm-admn-sts
Integruoto+gr%C4%85%C5%BEinimo+valdymo+programa-lt = supersededTerm-admn-sts
Perspektyvinio+planavimo%2C+tyrim%C5%B3+ir+akademini%C5%B3+tinkl%C5%B3+skyrius-lt = supersededTerm-admn-sts
Pietry%C4%8Di%C5%B3+Europos+stabilumo+paktas-lt = supersededTerm-admn-sts
Venturio+plautuvas-lt = preferredTerm-admn-sts
Vystymosi+ir+bendradarbiavimo+generalinis+direktoratas+%E2%80%93+EuropeAid-lt = supersededTerm-admn-sts
aktyviosios+galios+reguliavimas+apkrova-lt = preferredTerm-admn-sts
akustinis+refleksas-lt = preferredTerm-admn-sts
alyvmed%C5%BEi%C5%B3+girait%C4%97-lt = preferredTerm-admn-sts
aplinkyb%C4%97%2C+d%C4%97l+kurios+reikia+skubos-lt = supersededTerm-admn-sts
aptvarai+po+atviru+dangumi-lt = admittedTerm-admn-sts
beketeriai+pauk%C5%A1%C4%8Diai-lt = preferredTerm-admn-sts
bendradarbiavimo+ir+patikrinimo+mechanizmas-lt = deprecatedTerm-admn-sts
deuteris-lt = preferredTerm-admn-sts
dirbant+mokam%C4%85+darb%C4%85-lt = preferredTerm-admn-sts
elektronini%C5%B3+%C5%BEem%C4%97lapi%C5%B3+rodymo+ir+informacijos+sistema-lt = preferredTerm-admn-sts
energijos+sugertis-lt = preferredTerm-admn-sts
finans%C5%B3+tarpininkas-lt = preferredTerm-admn-sts
ganyklini%C5%B3+vi%C5%A1t%C5%B3+kiau%C5%A1iniai-lt = deprecatedTerm-admn-sts
hemagliutinacija-lt = preferredTerm-admn-sts
i%C5%A1sami+metin%C4%97+ataskaita+d%C4%97l+ESGP+ir+mokymo+ESGP+klausimais-lt = supersededTerm-admn-sts
k%C5%ABdiki%C5%B3+tolesnio+maitinimo+mi%C5%A1iniai-lt = preferredTerm-admn-sts
kolektyvinio+teisi%C5%B3+gynimo+priemon%C4%97s-lt = preferredTerm-admn-sts
laikinasis+komitetas-lt = preferredTerm-admn-sts
mikro%C4%AFmon%C4%97-lt = admittedTerm-admn-sts
mitotinis+krosingoveris-lt = preferredTerm-admn-sts
modelinis+genas-lt = admittedTerm-admn-sts
motyvuota+nuomon%C4%97-lt = supersededTerm-admn-sts
nebir%C5%BEin%C4%97+akcija-lt = preferredTerm-admn-sts
nedarbo+draudimo+i%C5%A1mok%C4%85+gaunantys+bedarbiai-lt = admittedTerm-admn-sts
neprie%C5%A1taravimas+koncentracijai%2C+apie+kuri%C4%85+prane%C5%A1ta-lt = preferredTerm-admn-sts
nesusmulkintas+cukrus-lt = admittedTerm-admn-sts
nuostovioji+faz%C4%97-lt = preferredTerm-admn-sts
paslepiamasis+%C5%BEibintas-lt = preferredTerm-admn-sts
priimtinas+kokyb%C4%97s+lygis-lt = preferredTerm-admn-sts
principas+%E2%80%9Eprad%C4%97k+nuo+ma%C5%BEo%E2%80%9C-lt = admittedTerm-admn-sts
prirakinimas-lt = deprecatedTerm-admn-sts
propelentas-lt = preferredTerm-admn-sts
s%C4%85%C5%BEiningo+naudojimo+taisykl%C4%97-lt = preferredTerm-admn-sts
sanglaudos+finansinis+instrumentas-lt = deprecatedTerm-admn-sts
saugi+kilm%C4%97s+%C5%A1alis-lt = admittedTerm-admn-sts
skubi+pagalba-lt = admittedTerm-admn-sts
sugertis-lt = preferredTerm-admn-sts
tre%C4%8Dioji+valstyb%C4%97-lt = preferredTerm-admn-sts
u%C5%BE+ekonomik%C4%85%2C+pinig%C5%B3+reikalus+ir+eur%C4%85+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
u%C5%BE+vidaus+rink%C4%85+ir+paslaugas+atsakingas+Komisijos+narys-lt = supersededTerm-admn-sts
u%C5%BEsienie%C4%8Dio+teis%C4%97+b%C5%ABti+i%C5%A1rinktam-lt = admittedTerm-admn-sts
valgomasis+maniokas-lt = preferredTerm-admn-sts
Afrikos+S%C4%85jungos+auk%C5%A1to+lygio+%C4%AFgyvendinimo+komisija+Sudane-lt = supersededTerm-admn-sts
Bendri+politiniai+klausimai+ir+tarpinstituciniai+santykiai-lt = supersededTerm-admn-sts
Europos+tinkl%C5%B3+ir+informacijos+apsaugos+agent%C5%ABra-lt = supersededTerm-admn-sts
Finansini%C5%B3+paslaug%C5%B3+darbo+grup%C4%97+%28e.+pinig%C5%B3+%C4%AFstaigos%29-lt = supersededTerm-admn-sts
Furj%C4%97+transformacija-lt = preferredTerm-admn-sts
Niukaslo+liga-lt = preferredTerm-admn-sts
TEU-lt = admittedTerm-admn-sts
aki%C5%B3+dirginimo+tyrimas-lt = preferredTerm-admn-sts
aliejinis+linas-lt = preferredTerm-admn-sts
angos+plotis-lt = admittedTerm-admn-sts
atitikties+tikrinimas-lt = preferredTerm-admn-sts
